smape_mean,smape_std,best_num_boost_round
11.5499939,0.29800188533403915,1084
12.8317171,0.31606143041440665,916
16.499526600000003,0.5126614889371459,823
7.307666900000001,0.18036334952115354,673
11.7882811,0.2936422552246369,1044
8.6160992,0.2712520024681087,717
13.6816377,0.5395339225444123,298
7.200168000000001,0.13542391923807712,709
10.520647800000003,0.39710323189618496,1069
10.3577614,0.3663898933260701,1018
6.154661900000001,0.2426887430228504,1006
7.5389464,0.2187897767306261,829
10.8218829,0.3747398663666433,799
18.242349100000002,0.28459200871635937,489
5.1425839,0.18803979480963273,1788
10.380674800000001,0.4050887487344444,856
7.218797099999999,0.161067983035393,1051
9.089589799999999,0.22563951297997642,785
7.3918272,0.17557850542091027,997
8.0331624,0.2252124078166244,1038
8.258572599999999,0.10645779199894187,793
4.8676449999999996,0.09982792098886946,664
4.151105800000001,0.08915349931864743,911
5.0484842,0.19976615953731766,2148
3.8067591,0.10200049125567705,1524
5.1994222,0.18338340263668762,1608
4.837749,0.23175427570944712,2571
8.647438300000001,0.3262802526950694,396
6.5637748,0.20711335432098998,614
9.650689100000001,0.16319933864599706,1203
6.875210699999999,0.18327736342180762,1354
0.8573453000000001,0.05446005860592222,2634
1.1555304999999998,0.0353781909509201,1092
1.7381463999999998,0.07734778119176537,989
0.8160513,0.0329535970686071,1153
1.0790728,0.047442986788883,594
7.3714512,0.23376530819691702,684
6.155840700000001,0.20370683826410707,1286
5.856358999999999,0.18734094833260298,914
13.7843835,0.4082323655799566,805
8.779575300000001,0.34186254162537694,820
5.6206313,0.14585878452616355,1024
13.828320600000001,0.49362931791230097,786
8.432468,0.31327463902526015,1038
5.436128500000001,0.18037172992695027,1008
8.894131300000002,0.33822386460185067,922
6.1928433,0.25391538367474126,1223
5.076439800000001,0.2206914153578441,1683
4.8957748,0.2250870058343938,1273
5.841241999999999,0.26986296229946305,1395
7.098354200000001,0.27199699371250546,1001
7.3301153,0.24798138468086345,1006
16.547018899999998,0.45202916582521574,509
17.540678,0.42361196583955174,817
1.7929757,0.03411577316154644,1050
1.8600113,0.06643782492142225,3347
7.6776651000000005,0.15760227776910743,720
0.8922844999999999,0.01793509037640366,950
8.3358657,0.23008677578653033,1153
7.4553007,0.17790683641613925,1039
10.567278499999999,0.44222380716113535,1543
12.6911944,0.6342232103788115,1537
13.636843200000001,0.6284498894282643,2329
10.6592249,0.5774662958701614,1807
17.5639476,0.6995414800139386,2020
9.0873686,0.4320775403996347,1715
11.644877000000001,0.6050992713793322,1182
10.311207099999999,0.5325600815413154,1937
4.7093933,0.13655970316312022,1070
9.280062,0.6684985186256126,2017
9.566220099999999,0.26687680406090153,1127
6.3757207000000005,0.2083101392914126,951
6.1584449999999995,0.2104276330249665,1270
8.7110963,0.1639872859326579,1178
12.6889226,0.5518962979497214,686
7.1440753,0.159569900250139,2275
5.4719666,0.14576633945273787,820
5.9638632000000005,0.21206364888591978,1209
4.5759883,0.1844446780213782,1212
7.1270929999999995,0.19925216725958034,1268
9.442931900000001,0.4439824784693748,1628
8.7811374,0.2692484124455392,830
6.0726627,0.18979981568170648,921
6.2327254000000005,0.2694470918878314,1136
5.678617300000001,0.2556331986840518,1003
10.4299771,0.19876824039669722,775
14.245448399999997,0.2797467132626283,993
7.8260946,0.22098626513699476,1321
10.391067799999998,0.28279856769440853,783
11.956854699999997,0.38777033794359245,945
11.5662459,0.41148235786876236,958
7.543759399999999,0.16161582707461072,843
8.374130300000001,0.3509772963141114,895
10.059999999999999,0.3460449836547869,927
16.376587200000003,0.3236534715713846,629
9.7247035,0.3259800852911115,1008
9.622498,0.3287536972117741,894
15.469386899999998,0.5563877213641176,796
8.058727000000001,0.4189737514429257,2415
10.2949983,0.39059134314202365,732
