smape_mean,smape_std,best_num_boost_round
10.8590902,0.03576592842426989,5774
11.890366499999999,0.03376811974391973,4723
17.488673100000003,0.050665082761307524,3514
7.2890118,0.02622946113743395,4801
11.902014399999999,0.04091528343797729,5102
8.4648901,0.02666744681367024,5033
14.753098,0.09024280760376258,2574
6.997398499999998,0.015593828069140692,4621
10.1576247,0.03753131233849661,6155
9.3791402,0.03788987520763051,5779
6.3105123,0.027376194286463977,4617
7.187744,0.024903185138450048,5143
10.143778999999999,0.04057333939374573,4227
17.943836599999997,0.04135632499981404,3418
5.1234271,0.020069051906110094,4822
10.2267324,0.03889730956775875,5862
7.891053599999998,0.020447229165835433,4546
8.501037199999999,0.02459496835310084,5340
7.0151331,0.01864649197034348,5485
7.800895499999998,0.025872511788578016,4905
8.3270714,0.014583667152332483,5014
5.1482951,0.015890788447716422,4438
3.6875598,0.011412196466937622,5729
4.965148,0.023049775914094354,6127
3.8447148000000007,0.013245627165594773,5689
5.1949342000000005,0.021246692736519947,4831
4.5014563999999995,0.01728882525823673,6681
8.668392399999998,0.030195824094733925,3205
6.516385,0.022356461575124317,4630
9.5504547,0.028456192297808016,4343
6.632624300000001,0.02318078217166602,4469
0.8360056,0.006675341870644427,6900
1.0526554000000001,0.0042614314836651014,8470
1.5796838999999998,0.008660060681083251,6680
0.7680022,0.00429980482812876,7303
1.1876067999999997,0.005472734892177043,5205
8.9689291,0.037741553600899966,4803
10.8086418,0.050459303428014315,4974
10.4905627,0.07593105626691699,4701
16.7255563,0.07569439787995977,4436
10.579247200000001,0.05134399438386254,5404
9.030537,0.047518738859524366,5165
14.1035739,0.05490479665056715,4376
9.3790603,0.047516275594368655,5193
5.2464644,0.019026597424655848,5800
8.8917203,0.03295578631075253,5075
6.1636168,0.023667249024761146,5236
4.8705682,0.02270722906829772,5514
4.830656299999999,0.021078384839684536,5892
5.3810808,0.02507905521665541,6460
6.936094300000001,0.029903563605196276,4977
6.833396200000001,0.02631688635002571,5609
17.9064126,0.04018081341336424,3236
17.5292487,0.05793546567206832,4503
1.8045254,0.004973749366418021,6378
1.6194361999999998,0.007188057017721722,5150
7.813494499999999,0.014440717155319426,4779
0.7951271,0.0020949788161233845,7349
8.422278600000002,0.028817693473973872,4047
7.279882499999999,0.012679718047341,5118
10.383887699999999,0.04597690896580847,4904
12.864752200000002,0.06466928895264153,4635
13.813996799999998,0.0829419822924469,4251
10.4118136,0.06299012445812191,4869
18.9056624,0.09817290035589941,4083
9.5249969,0.0749452178845323,4626
11.529149,0.06073869382329874,5091
10.4149782,0.05779647965585458,5039
4.2458653,0.01125739321557551,5855
9.311420700000001,0.07821627654401717,5635
8.9421701,0.02152022145239252,5698
5.66888,0.01918784089573195,7293
5.6889943999999995,0.020059573330707143,6371
7.8306998000000005,0.01817744988274993,5166
10.596003200000002,0.02519033378580127,5063
6.1854287,0.020261303551596544,6362
5.521187199999999,0.017063632593613317,5461
5.3935135,0.0234855088605679,6198
4.541031200000001,0.019198288917508393,5107
6.663918,0.020713030566284717,7193
9.2769994,0.05113525599906462,5125
7.951508600000001,0.02748734917466427,5596
6.0485895,0.019255369157978448,5064
5.875462499999999,0.020685339374782043,5711
5.8324199,0.025439687799972806,5441
10.3883562,0.026611054742159235,5289
14.227163899999999,0.06513955175620967,5772
10.5165639,0.03299611472582744,5273
13.1296954,0.038265131957959025,4796
14.340554799999998,0.05728688013463401,5287
13.399732,0.046062406569348846,3730
9.0905698,0.021887222301834163,3864
7.934987699999999,0.037500992942057144,5809
10.0782479,0.04102633701952782,4744
16.1740159,0.09318789639352558,3802
9.0706058,0.03156328265944218,6347
8.8723794,0.03230844578063159,6573
15.685934,0.05305297416960099,4799
8.2098625,0.04726907412261992,5158
9.7696269,0.05045984414769789,4830
