bd_no,max_depth,subsample,colsample_bytree,best_num_boost_round,test-SMAPE-mean
55,5,0.8,0.8,996,1.5443631
55,7,0.6,0.6,951,1.5601782
55,7,0.6,0.8,903,1.5509464000000002
55,7,0.8,0.6,1022,1.5400729
55,7,0.8,0.8,1010,1.5738532
56,3,0.6,0.6,2450,1.3179644
56,3,0.6,0.8,2879,1.2827411000000002
56,3,0.8,0.6,2475,1.3424968
56,3,0.8,0.8,2118,1.286564
56,5,0.6,0.6,2488,1.3622925
56,5,0.6,0.8,1597,1.3408468
56,5,0.8,0.6,1951,1.4227295
56,5,0.8,0.8,2097,1.3307665
56,7,0.6,0.6,2213,1.3756830000000002
56,7,0.6,0.8,1639,1.3391201
56,7,0.8,0.6,2109,1.4258655
56,7,0.8,0.8,1606,1.3359846999999998
57,3,0.6,0.6,958,6.9598388
57,3,0.6,0.8,956,7.0230001
57,3,0.8,0.6,1251,7.001784600000001
57,3,0.8,0.8,991,7.080345199999999
57,5,0.6,0.6,721,6.826356
57,5,0.6,0.8,638,6.7146017
57,5,0.8,0.6,657,6.8170898
57,5,0.8,0.8,666,6.723825499999999
57,7,0.6,0.6,728,6.986575400000001
57,7,0.6,0.8,720,6.785292799999999
57,7,0.8,0.6,772,6.9854923
57,7,0.8,0.8,710,6.7939583
58,3,0.6,0.6,1026,0.7569055
58,3,0.6,0.8,946,0.7616904
58,3,0.8,0.6,1025,0.7599031
58,3,0.8,0.8,1034,0.7658434
58,5,0.6,0.6,912,0.7805886
58,5,0.6,0.8,898,0.7897569000000001
58,5,0.8,0.6,921,0.7937154
58,5,0.8,0.8,910,0.8055986
58,7,0.6,0.6,977,0.7941503000000001
58,7,0.6,0.8,910,0.805312
58,7,0.8,0.6,963,0.8069066999999999
58,7,0.8,0.8,944,0.8246503000000001
59,3,0.6,0.6,476,8.2123192
59,3,0.6,0.8,478,8.1453896
59,3,0.8,0.6,564,8.108177000000001
59,3,0.8,0.8,902,8.131406199999999
59,5,0.6,0.6,490,7.6514507
59,5,0.6,0.8,475,6.949420600000001
59,5,0.8,0.6,516,7.6403373000000006
59,5,0.8,0.8,511,6.9806982999999985
59,7,0.6,0.6,557,7.966554099999999
59,7,0.6,0.8,523,6.9038421
59,7,0.8,0.6,564,8.0723196
59,7,0.8,0.8,643,6.9309719
60,3,0.6,0.6,1403,6.000605999999999
60,3,0.6,0.8,1349,6.04316
60,3,0.8,0.6,1400,5.9835283
60,3,0.8,0.8,1432,6.037130900000001
60,5,0.6,0.6,773,5.9928218
60,5,0.6,0.8,779,6.0926712
60,5,0.8,0.6,944,5.914275999999999
60,5,0.8,0.8,906,6.0143172
60,7,0.6,0.6,815,5.9996859
60,7,0.6,0.8,888,6.110595399999999
60,7,0.8,0.6,947,5.9917896
60,7,0.8,0.8,1089,6.1039004
61,3,0.6,0.6,1034,8.258483299999998
61,3,0.6,0.8,1036,8.2289933
61,3,0.8,0.6,1133,8.265370699999998
61,3,0.8,0.8,1035,8.2501246
61,5,0.6,0.6,765,8.582581300000001
61,5,0.6,0.8,767,8.7206632
61,5,0.8,0.6,830,8.687347299999999
61,5,0.8,0.8,807,8.7970437
61,7,0.6,0.6,938,8.728266399999999
61,7,0.6,0.8,977,8.7764815
61,7,0.8,0.6,953,8.8408018
61,7,0.8,0.8,992,8.981773200000001
62,3,0.6,0.6,1482,8.8917916
62,3,0.6,0.8,1547,8.9080798
62,3,0.8,0.6,1476,9.0341833
62,3,0.8,0.8,1546,9.035008300000001
62,5,0.6,0.6,1425,9.343138300000001
62,5,0.6,0.8,1725,9.389059399999999
62,5,0.8,0.6,2117,9.450532200000001
62,5,0.8,0.8,2257,9.609244499999999
62,7,0.6,0.6,2086,9.451983899999998
62,7,0.6,0.8,2659,9.491499100000002
62,7,0.8,0.6,2722,9.5753679
62,7,0.8,0.8,4158,9.7704248
63,3,0.6,0.6,2051,9.9690677
63,3,0.6,0.8,1611,9.980077900000001
63,3,0.8,0.6,2460,10.0495317
63,3,0.8,0.8,2864,10.064560700000001
63,5,0.6,0.6,1365,9.894629599999998
63,5,0.6,0.8,1558,10.0064965
63,5,0.8,0.6,1569,9.903698200000001
63,5,0.8,0.8,1527,10.1281944
63,7,0.6,0.6,1365,10.0116714
63,7,0.6,0.8,1160,10.1609145
63,7,0.8,0.6,1331,10.0159031
63,7,0.8,0.8,1625,10.3236142
64,3,0.6,0.6,1882,7.714137199999999
64,3,0.6,0.8,1771,7.6255683
64,3,0.8,0.6,1886,7.654206599999999
64,3,0.8,0.8,1829,7.5887377
64,5,0.6,0.6,1349,7.9105564
64,5,0.6,0.8,1419,7.953648800000001
64,5,0.8,0.6,1368,7.9765679999999985
64,5,0.8,0.8,1359,8.0547419
64,7,0.6,0.6,1244,7.973158700000001
64,7,0.6,0.8,1106,7.997004199999999
64,7,0.8,0.6,1206,8.059513200000001
64,7,0.8,0.8,1058,8.1448397
65,3,0.6,0.6,1883,13.3015672
65,3,0.6,0.8,1633,13.5458932
65,3,0.8,0.6,1849,13.4664914
65,3,0.8,0.8,1549,13.607025099999998
65,5,0.6,0.6,1081,13.5506361
65,5,0.6,0.8,1065,13.7336837
65,5,0.8,0.6,1065,13.647485900000001
65,5,0.8,0.8,989,13.854819
65,7,0.6,0.6,1002,13.793808899999998
65,7,0.6,0.8,1022,13.982044599999998
65,7,0.8,0.6,988,13.7957922
65,7,0.8,0.8,987,14.093306100000001
66,3,0.6,0.6,946,7.2509566
66,3,0.6,0.8,926,7.335268500000001
66,3,0.8,0.6,885,7.333051599999999
66,3,0.8,0.8,819,7.3919546
66,5,0.6,0.6,1082,7.107678300000001
66,5,0.6,0.8,1019,7.2287115
66,5,0.8,0.6,1005,7.144451800000001
66,5,0.8,0.8,1107,7.2984943
66,7,0.6,0.6,1052,7.0798833000000005
66,7,0.6,0.8,926,7.259954500000001
66,7,0.8,0.6,1006,7.177047499999999
66,7,0.8,0.8,978,7.2914243999999995
67,3,0.6,0.6,1907,8.1132047
67,3,0.6,0.8,1784,8.2265334
67,3,0.8,0.6,2751,8.2294501
67,3,0.8,0.8,2612,8.299939
67,5,0.6,0.6,1323,8.234010399999999
67,5,0.6,0.8,1026,8.3836033
67,5,0.8,0.6,1181,8.3510777
67,5,0.8,0.8,1384,8.5163273
67,7,0.6,0.6,1428,8.3702384
67,7,0.6,0.8,1257,8.4733346
67,7,0.8,0.6,1416,8.485261
67,7,0.8,0.8,1268,8.6782314
68,3,0.6,0.6,3219,7.243100100000001
68,3,0.6,0.8,4976,7.1906490000000005
68,3,0.8,0.6,4116,7.241364899999999
68,3,0.8,0.8,3306,7.2850797
68,5,0.6,0.6,2728,7.513725099999999
68,5,0.6,0.8,3032,7.542818200000001
68,5,0.8,0.6,2885,7.579154600000001
68,5,0.8,0.8,4059,7.635143000000001
68,7,0.6,0.6,2363,7.672104899999999
68,7,0.6,0.8,2912,7.6709342000000005
68,7,0.8,0.6,3279,7.8304333999999995
68,7,0.8,0.8,2677,7.885146299999998
69,3,0.6,0.6,3447,3.4444373999999995
69,3,0.6,0.8,2109,3.4300726
69,3,0.8,0.6,2771,3.4450512000000004
69,3,0.8,0.8,3298,3.4226816999999996
69,5,0.6,0.6,1678,3.3606899999999995
69,5,0.6,0.8,1201,3.2918267
69,5,0.8,0.6,1607,3.3472271
69,5,0.8,0.8,1388,3.3081693999999997
69,7,0.6,0.6,1399,3.3774684
69,7,0.6,0.8,1246,3.3029443
69,7,0.8,0.6,1369,3.4047593
69,7,0.8,0.8,1357,3.3397388
70,3,0.6,0.6,711,9.5960832
70,3,0.6,0.8,693,9.6700868
70,3,0.8,0.6,677,9.6628247
70,3,0.8,0.8,774,9.6421807
70,5,0.6,0.6,1396,8.852402900000001
70,5,0.6,0.8,875,8.959326700000002
70,5,0.8,0.6,2617,8.839405000000001
70,5,0.8,0.8,777,8.9431422
70,7,0.6,0.6,1446,8.8905747
70,7,0.6,0.8,1182,8.9154414
70,7,0.8,0.6,1523,8.859258
70,7,0.8,0.8,988,8.8781453
71,3,0.6,0.6,688,7.691584499999999
71,3,0.6,0.8,873,7.894318499999999
71,3,0.8,0.6,786,7.631555399999999
71,3,0.8,0.8,1053,7.858982500000001
71,5,0.6,0.6,965,7.134887600000001
71,5,0.6,0.8,964,7.3823098
71,5,0.8,0.6,903,7.0015774
71,5,0.8,0.8,1059,7.1902777
71,7,0.6,0.6,912,7.1309391999999985
71,7,0.6,0.8,1001,7.341711399999999
71,7,0.8,0.6,965,7.055789900000001
71,7,0.8,0.8,1067,7.260064900000001
72,3,0.6,0.6,1043,4.993665999999999
72,3,0.6,0.8,1165,5.0354369
72,3,0.8,0.6,1002,4.9698497999999995
72,3,0.8,0.8,989,5.0187071
72,5,0.6,0.6,928,5.0857187999999995
72,5,0.6,0.8,1009,5.1722546
72,5,0.8,0.6,1024,5.0711306
72,5,0.8,0.8,871,5.170721100000001
72,7,0.6,0.6,1043,5.1543746
72,7,0.6,0.8,927,5.2520966
72,7,0.8,0.6,988,5.1624302
72,7,0.8,0.8,1008,5.2393026
73,3,0.6,0.6,1164,4.3919342
73,3,0.6,0.8,1015,4.4541284
73,3,0.8,0.6,1133,4.4170983
73,3,0.8,0.8,961,4.4727115
73,5,0.6,0.6,836,4.5780616
73,5,0.6,0.8,836,4.6740638
73,5,0.8,0.6,942,4.6245183
73,5,0.8,0.8,867,4.7066006
73,7,0.6,0.6,836,4.666875999999999
73,7,0.6,0.8,932,4.7241213
73,7,0.8,0.6,969,4.7006581
73,7,0.8,0.8,986,4.7900691
74,3,0.6,0.6,2055,6.762975700000001
74,3,0.6,0.8,1670,6.6779399
74,3,0.8,0.6,1610,6.776525599999999
74,3,0.8,0.8,1717,6.669981900000001
74,5,0.6,0.6,1091,6.438126299999999
74,5,0.6,0.8,785,5.9937821
74,5,0.8,0.6,966,6.4645854
74,5,0.8,0.8,728,5.9815573
74,7,0.6,0.6,983,6.7721043
74,7,0.6,0.8,797,6.0529925
74,7,0.8,0.6,1017,6.8216966
74,7,0.8,0.8,752,6.0051339
75,3,0.6,0.6,576,12.816379699999999
75,3,0.6,0.8,473,13.258252899999999
75,3,0.8,0.6,538,12.639681499999998
75,3,0.8,0.8,480,13.254900899999999
75,5,0.6,0.6,736,12.691723
75,5,0.6,0.8,619,13.115165300000001
75,5,0.8,0.6,662,12.3618349
75,5,0.8,0.8,644,12.882644499999998
75,7,0.6,0.6,828,12.5132133
75,7,0.6,0.8,778,13.167085700000001
75,7,0.8,0.6,765,12.3954297
75,7,0.8,0.8,772,13.003757400000001
76,3,0.6,0.6,842,5.681030300000001
76,3,0.6,0.8,1087,5.6785675
76,3,0.8,0.6,840,5.604793599999999
76,3,0.8,0.8,808,5.6195363
76,5,0.6,0.6,1066,5.650484099999999
76,5,0.6,0.8,1098,5.6296783
76,5,0.8,0.6,1270,5.635099
76,5,0.8,0.8,1041,5.6163624
76,7,0.6,0.6,1066,5.6868384999999995
76,7,0.6,0.8,1288,5.6807177
76,7,0.8,0.6,1314,5.6973914
76,7,0.8,0.8,1066,5.699085800000001
77,3,0.6,0.6,574,4.32701
77,3,0.6,0.8,586,4.3888131
77,3,0.8,0.6,571,4.323283900000001
77,3,0.8,0.8,542,4.4094435
77,5,0.6,0.6,761,4.044546599999999
77,5,0.6,0.8,746,3.8528583
77,5,0.8,0.6,792,4.0260515
77,5,0.8,0.8,762,3.8952437000000004
77,7,0.6,0.6,791,4.072896699999999
77,7,0.6,0.8,836,3.9003840999999992
77,7,0.8,0.6,867,4.117970399999999
77,7,0.8,0.8,842,3.9470132999999996
78,3,0.6,0.6,1236,4.7114050999999995
78,3,0.6,0.8,1077,4.684274099999999
78,3,0.8,0.6,1181,4.7175706
78,3,0.8,0.8,1241,4.678623
78,5,0.6,0.6,913,4.3707932
78,5,0.6,0.8,782,4.2080102
78,5,0.8,0.6,782,4.317056000000001
78,5,0.8,0.8,784,4.3038726
78,7,0.6,0.6,1001,4.4958822
78,7,0.6,0.8,858,4.2801059
78,7,0.8,0.6,963,4.5728797000000005
78,7,0.8,0.8,974,4.351646199999999
79,3,0.6,0.6,1077,3.9025011
79,3,0.6,0.8,1081,3.9044450999999993
79,3,0.8,0.6,1014,3.929557
79,3,0.8,0.8,1098,3.9803358
79,5,0.6,0.6,1125,3.7762687000000006
79,5,0.6,0.8,1271,3.7765866000000003
79,5,0.8,0.6,1712,3.7857559000000003
79,5,0.8,0.8,1100,3.8603088
79,7,0.6,0.6,1081,3.8302047999999997
79,7,0.6,0.8,1102,3.8347569999999997
79,7,0.8,0.6,1542,3.8849084999999994
79,7,0.8,0.8,1009,3.9008411999999995
80,3,0.6,0.6,896,6.9519791
80,3,0.6,0.8,684,6.9881586
80,3,0.8,0.6,787,7.032948100000001
80,3,0.8,0.8,664,7.0157888999999996
80,5,0.6,0.6,1371,6.238011299999999
80,5,0.6,0.8,1196,5.464452399999999
80,5,0.8,0.6,1286,6.2144864
80,5,0.8,0.8,1168,5.512806800000001
80,7,0.6,0.6,1345,6.5637084
80,7,0.6,0.8,1094,5.466202099999999
80,7,0.8,0.6,1183,6.6182609999999995
80,7,0.8,0.8,1035,5.555270299999999
81,3,0.6,0.6,1235,5.7631153
81,3,0.6,0.8,980,5.4497452
81,3,0.8,0.6,1301,5.675477600000001
81,3,0.8,0.8,1016,5.4284795
81,5,0.6,0.6,1031,5.9296426
81,5,0.6,0.8,697,5.344444900000001
81,5,0.8,0.6,893,5.8936287
81,5,0.8,0.8,728,5.2998678
81,7,0.6,0.6,969,6.059857699999999
81,7,0.6,0.8,857,5.2796535
81,7,0.8,0.6,1482,5.9959303
81,7,0.8,0.8,911,5.2757171
82,3,0.6,0.6,678,7.56439
82,3,0.6,0.8,658,7.716990700000001
82,3,0.8,0.6,657,7.5854051
82,3,0.8,0.8,675,7.753871000000001
82,5,0.6,0.6,624,7.185403500000001
82,5,0.6,0.8,889,7.044096599999999
82,5,0.8,0.6,646,7.1344994999999995
82,5,0.8,0.8,741,6.998302899999999
82,7,0.6,0.6,741,7.281650300000001
82,7,0.6,0.8,761,7.161996700000001
82,7,0.8,0.6,807,7.2918633
82,7,0.8,0.8,866,7.057770499999999
83,3,0.6,0.6,815,5.6858216
83,3,0.6,0.8,646,5.7411036
83,3,0.8,0.6,709,5.7332431999999995
83,3,0.8,0.8,645,5.7507861
83,5,0.6,0.6,848,5.3647418
83,5,0.6,0.8,706,4.8572717999999995
83,5,0.8,0.6,837,5.3677058
83,5,0.8,0.8,747,4.8931301000000005
83,7,0.6,0.6,985,5.677882899999999
83,7,0.6,0.8,774,4.887822099999999
83,7,0.8,0.6,1241,5.681493699999999
83,7,0.8,0.8,854,4.9104298
84,3,0.6,0.6,1021,4.830625499999999
84,3,0.6,0.8,976,4.950899199999999
84,3,0.8,0.6,1098,4.8890981
84,3,0.8,0.8,981,4.982875699999999
84,5,0.6,0.6,885,4.553604
84,5,0.6,0.8,766,4.6357394
84,5,0.8,0.6,815,4.5519388
84,5,0.8,0.8,713,4.7080145
84,7,0.6,0.6,935,4.618118000000001
84,7,0.6,0.8,940,4.6092138
84,7,0.8,0.6,1822,4.6460467
84,7,0.8,0.8,1109,4.7560823
85,3,0.6,0.6,1752,3.3475286000000004
85,3,0.6,0.8,1508,3.3217792000000004
85,3,0.8,0.6,1800,3.3456786999999997
85,3,0.8,0.8,1334,3.3383130999999997
85,5,0.6,0.6,1195,3.4287194999999997
85,5,0.6,0.8,980,3.4091093999999997
85,5,0.8,0.6,1019,3.4138495
85,5,0.8,0.8,881,3.4328265
85,7,0.6,0.6,1088,3.4993193999999996
85,7,0.6,0.8,1133,3.4540701999999994
85,7,0.8,0.6,1171,3.4639495999999994
85,7,0.8,0.8,1021,3.4879974
86,3,0.6,0.6,508,10.469166
86,3,0.6,0.8,493,10.902691899999999
86,3,0.8,0.6,486,10.3602648
86,3,0.8,0.8,489,10.6287598
86,5,0.6,0.6,544,10.8355856
86,5,0.6,0.8,539,11.0962511
86,5,0.8,0.6,541,10.827622999999999
86,5,0.8,0.8,583,11.0915524
86,7,0.6,0.6,713,10.891675499999998
86,7,0.6,0.8,759,11.0901982
86,7,0.8,0.6,706,10.8418929
86,7,0.8,0.8,740,10.9837131
87,3,0.6,0.6,1036,11.2288617
87,3,0.6,0.8,873,10.926326
87,3,0.8,0.6,815,11.1669812
87,3,0.8,0.8,828,10.935795899999999
87,5,0.6,0.6,768,11.524078900000001
87,5,0.6,0.8,772,11.056014200000002
87,5,0.8,0.6,756,11.549791099999998
87,5,0.8,0.8,794,11.168944999999999
87,7,0.6,0.6,815,11.947007799999998
87,7,0.6,0.8,860,11.342076800000001
87,7,0.8,0.6,1005,12.056939
87,7,0.8,0.8,877,11.5303191
88,3,0.6,0.6,1495,5.3548287000000006
88,3,0.6,0.8,749,4.9572577
88,3,0.8,0.6,1462,5.354675200000001
88,3,0.8,0.8,842,4.968320199999999
88,5,0.6,0.6,898,5.717106299999999
88,5,0.6,0.8,734,5.059832800000001
88,5,0.8,0.6,811,5.7268810000000006
88,5,0.8,0.8,868,5.1254629000000005
88,7,0.6,0.6,1239,6.0658666
88,7,0.6,0.8,957,5.1032785
88,7,0.8,0.6,1187,6.0830076
88,7,0.8,0.8,1016,5.1370981
89,3,0.6,0.6,735,7.1380468
89,3,0.6,0.8,681,6.825735399999999
89,3,0.8,0.6,786,7.195971899999999
89,3,0.8,0.8,712,6.851899900000001
89,5,0.6,0.6,676,7.763863500000002
89,5,0.6,0.8,564,7.1099336
89,5,0.8,0.6,665,7.841525200000001
89,5,0.8,0.8,630,7.115875699999999
89,7,0.6,0.6,676,8.1833509
89,7,0.6,0.8,670,7.2495316
89,7,0.8,0.6,676,8.422562199999998
89,7,0.8,0.8,683,7.4562956
90,3,0.6,0.6,794,7.572544400000001
90,3,0.6,0.8,643,7.4593546
90,3,0.8,0.6,773,7.6627759000000015
90,3,0.8,0.8,622,7.516571300000001
90,5,0.6,0.6,702,7.8441406
90,5,0.6,0.8,662,7.366195
90,5,0.8,0.6,659,7.8649022
90,5,0.8,0.8,661,7.2263009
90,7,0.6,0.6,953,8.254225199999999
90,7,0.6,0.8,701,7.4813478
90,7,0.8,0.6,919,8.339702200000001
90,7,0.8,0.8,912,7.4936002
91,3,0.6,0.6,545,9.690018
91,3,0.6,0.8,585,9.3276775
91,3,0.8,0.6,590,9.6212544
91,3,0.8,0.8,612,9.369307000000001
91,5,0.6,0.6,655,9.786664300000002
91,5,0.6,0.8,723,9.674139199999999
91,5,0.8,0.6,649,9.7969655
91,5,0.8,0.8,585,9.7983927
91,7,0.6,0.6,667,10.0322663
91,7,0.6,0.8,828,9.915694599999998
91,7,0.8,0.6,698,10.010265700000001
91,7,0.8,0.8,785,10.007455799999999
92,3,0.6,0.6,449,5.902133600000001
92,3,0.6,0.8,503,5.8411431
92,3,0.8,0.6,448,5.9420529
92,3,0.8,0.8,520,5.8425399
92,5,0.6,0.6,494,5.752386499999999
92,5,0.6,0.8,525,5.581505399999999
92,5,0.8,0.6,467,5.7422013
92,5,0.8,0.8,513,5.5734008
92,7,0.6,0.6,495,5.7992735
92,7,0.6,0.8,544,5.571584
92,7,0.8,0.6,461,5.8294690000000005
92,7,0.8,0.8,568,5.6336745
93,3,0.6,0.6,907,5.2875167
93,3,0.6,0.8,805,5.315774599999999
93,3,0.8,0.6,830,5.3202981000000005
93,3,0.8,0.8,750,5.3558793
93,5,0.6,0.6,726,5.5588289
93,5,0.6,0.8,711,5.5913314
93,5,0.8,0.6,834,5.5459938
93,5,0.8,0.8,737,5.6655538
93,7,0.6,0.6,988,5.6482314
93,7,0.6,0.8,909,5.7244262
93,7,0.8,0.6,920,5.6364202
93,7,0.8,0.8,870,5.7688429999999995
94,3,0.6,0.6,1037,6.728246399999999
94,3,0.6,0.8,820,6.7370704
94,3,0.8,0.6,846,6.8092866
94,3,0.8,0.8,880,6.8270978
94,5,0.6,0.6,777,6.971688299999999
94,5,0.6,0.8,820,7.0446443
94,5,0.8,0.6,754,7.021341699999999
94,5,0.8,0.8,741,7.147305499999999
94,7,0.6,0.6,830,7.0909875
94,7,0.6,0.8,851,7.1604234999999985
94,7,0.8,0.6,827,7.145715300000001
94,7,0.8,0.8,775,7.320795499999998
95,3,0.6,0.6,651,14.979696
95,3,0.6,0.8,586,15.060913
95,3,0.8,0.6,609,15.010207100000002
95,3,0.8,0.8,646,15.1009324
95,5,0.6,0.6,592,14.7549916
95,5,0.6,0.8,665,14.8898233
95,5,0.8,0.6,771,14.7733609
95,5,0.8,0.8,630,14.915974400000001
95,7,0.6,0.6,692,14.9098162
95,7,0.6,0.8,646,15.0481818
95,7,0.8,0.6,779,14.868904
95,7,0.8,0.8,817,15.043089600000002
96,3,0.6,0.6,884,5.9016625
96,3,0.6,0.8,777,6.1352689
96,3,0.8,0.6,762,5.8877687
96,3,0.8,0.8,807,6.047092300000001
96,5,0.6,0.6,943,6.1594608
96,5,0.6,0.8,973,6.399441900000001
96,5,0.8,0.6,931,6.1456975
96,5,0.8,0.8,1008,6.379162
96,7,0.6,0.6,1009,6.295812100000001
96,7,0.6,0.8,1205,6.535790899999999
96,7,0.8,0.6,1136,6.2849451
96,7,0.8,0.8,1335,6.5496561
97,3,0.6,0.6,789,6.3200525
97,3,0.6,0.8,791,6.468877399999999
97,3,0.8,0.6,737,6.3818374
97,3,0.8,0.8,737,6.4675378
97,5,0.6,0.6,803,6.7039772
97,5,0.6,0.8,792,6.836098700000001
97,5,0.8,0.6,793,6.686637699999999
97,5,0.8,0.8,769,6.914524900000001
97,7,0.6,0.6,799,6.8603598
97,7,0.6,0.8,786,7.0554149
97,7,0.8,0.6,796,6.909681999999999
97,7,0.8,0.8,896,7.0835303
98,3,0.6,0.6,896,10.237558
98,3,0.6,0.8,1011,10.2273798
98,3,0.8,0.6,893,10.3051434
98,3,0.8,0.8,879,10.3002129
98,5,0.6,0.6,774,10.299123
98,5,0.6,0.8,777,10.3793215
98,5,0.8,0.6,807,10.366716599999998
98,5,0.8,0.8,719,10.4162349
98,7,0.6,0.6,780,10.478626099999998
98,7,0.6,0.8,892,10.559110299999999
98,7,0.8,0.6,812,10.6347219
98,7,0.8,0.8,928,10.692123
99,3,0.6,0.6,831,5.221181100000001
99,3,0.6,0.8,1041,5.2076218
99,3,0.8,0.6,1013,5.2874138
99,3,0.8,0.8,931,5.3014037
99,5,0.6,0.6,917,5.256774699999999
99,5,0.6,0.8,965,5.3499905
99,5,0.8,0.6,975,5.3275619
99,5,0.8,0.8,811,5.453466399999999
99,7,0.6,0.6,1083,5.343729300000001
99,7,0.6,0.8,987,5.476047299999999
99,7,0.8,0.6,1100,5.3936456
99,7,0.8,0.8,931,5.5489284
100,3,0.6,0.6,675,6.8165272
100,3,0.6,0.8,704,6.8365341
100,3,0.8,0.6,794,6.8050087
100,3,0.8,0.8,733,6.8319357
100,5,0.6,0.6,736,7.1375831000000005
100,5,0.6,0.8,739,7.2630705
100,5,0.8,0.6,686,7.1636276
100,5,0.8,0.8,682,7.364544599999999
100,7,0.6,0.6,758,7.3355227
100,7,0.6,0.8,739,7.4821411
100,7,0.8,0.6,840,7.3976138
100,7,0.8,0.8,741,7.610262800000001
